500	0
600	0
700	0
800	0
900	0
1000	0
1100	0
1200	0
1300	0
1400	1
1500	0
1600	0
1700	0
1800	0
1900	0
2000	0
2100	0
2200	0
2300	1
2400	0
2500	0
2600	0
2700	0
2800	0
2900	0
3000	0
3100	0
3200	0
3300	1
3400	0
3500	0
3600	1
3700	1
3800	0
3900	0
4000	1
4100	2
4200	0
4300	0
4400	1
4500	1
4600	1
4700	1
4800	2
4900	1
5000	1
5100	1
5200	3
5300	1
5400	1
5500	2
5600	1
5700	2
5800	1
5900	1
6000	1
6100	1
6200	1
6300	1
6400	3
6500	0
6600	2
6700	1
6800	2
6900	1
7000	0
7100	0
7200	1
7300	0
7400	1
7500	1
7600	2
7700	2
7800	0
7900	2
8000	1
8100	2
8200	3
8300	2
8400	3
8500	1
8600	3
8700	2
8800	5
8900	1
9000	4
9100	3
9200	3
9300	1
9400	1
9500	4
9600	4
9700	3
9800	1
9900	4
10000	2
