500	0
600	0
700	0
800	0
900	0
1000	0
1100	0
1200	0
1300	0
1400	0
1500	1
1600	0
1700	0
1800	0
1900	0
2000	0
2100	0
2200	0
2300	0
2400	0
2500	0
2600	0
2700	0
2800	0
2900	0
3000	0
3100	0
3200	0
3300	0
3400	0
3500	0
3600	0
3700	0
3800	0
3900	0
4000	0
4100	0
4200	1
4300	1
4400	3
4500	0
4600	0
4700	1
4800	0
4900	0
5000	1
5100	1
5200	1
5300	1
5400	1
5500	1
5600	1
5700	0
5800	0
5900	1
6000	1
6100	1
6200	1
6300	1
6400	2
6500	2
6600	0
6700	1
6800	0
6900	2
7000	1
7100	0
7200	0
7300	1
7400	1
7500	1
7600	0
7700	1
7800	1
7900	2
8000	1
8100	2
8200	1
8300	1
8400	2
8500	2
8600	1
8700	3
8800	1
8900	2
9000	1
9100	1
9200	2
9300	1
9400	1
9500	2
9600	4
9700	5
9800	3
9900	4
10000	2
