500	0
600	0
700	0
800	0
900	0
1000	0
1100	0
1200	0
1300	0
1400	0
1500	0
1600	0
1700	1
1800	0
1900	0
2000	0
2100	0
2200	1
2300	0
2400	0
2500	1
2600	0
2700	0
2800	0
2900	0
3000	0
3100	0
3200	0
3300	0
3400	1
3500	0
3600	0
3700	0
3800	0
3900	0
4000	0
4100	0
4200	0
4300	0
4400	2
4500	0
4600	1
4700	1
4800	1
4900	1
5000	1
5100	0
5200	1
5300	2
5400	1
5500	1
5600	2
5700	0
5800	2
5900	1
6000	0
6100	1
6200	0
6300	0
6400	2
6500	1
6600	1
6700	1
6800	1
6900	2
7000	0
7100	1
7200	1
7300	2
7400	0
7500	1
7600	1
7700	1
7800	1
7900	1
8000	1
8100	1
8200	2
8300	1
8400	6
8500	3
8600	2
8700	5
8800	2
8900	3
9000	2
9100	2
9200	2
9300	1
9400	2
9500	2
9600	4
9700	2
9800	3
9900	2
10000	3
