500	0
600	1
700	1
800	2
900	1
1000	1
1100	5
1200	1
1300	3
1400	3
1500	3
1600	3
1700	4
1800	5
1900	3
2000	2
2100	3
2200	4
2300	2
2400	4
2500	5
2600	4
2700	5
2800	3
2900	4
3000	3
3100	5
3200	4
3300	7
3400	8
3500	6
3600	7
3700	4
3800	11
3900	8
4000	8
4100	8
4200	6
4300	6
4400	9
4500	8
4600	6
4700	8
4800	7
4900	9
5000	11
5100	12
5200	29
5300	11
5400	9
5500	12
5600	12
5700	8
5800	9
5900	8
6000	8
6100	10
6200	9
6300	9
6400	9
6500	8
6600	10
6700	11
6800	9
6900	10
7000	9
7100	8
7200	11
7300	9
7400	12
7500	10
7600	8
7700	10
7800	8
7900	9
8000	13
8100	13
8200	17
8300	11
8400	29
8500	14
8600	12
8700	33
8800	14
8900	13
9000	15
9100	20
9200	18
9300	14
9400	15
9500	13
9600	13
9700	17
9800	15
9900	17
10000	16
